ogc_fid,objectid,pid,Folio,true_site_addr,true_site_unit,true_site_city,true_site_zip_code,true_mailing_addr1,true_mailing_addr2,true_mailing_addr3,true_mailing_city,true_mailing_state,true_mailing_zip_code,true_mailing_country,Ownership,true_owner1,true_owner2,true_owner3,Owner Categories,condo_flag,parent_folio,dor_code_cur,dor_desc,subdivision,bedroom_count,bathroom_count,half_bathroom_count,floor_count,unit_count,building_actual_area,building_heated_area,lot_size,year_built,assessment_year_cur,assessed_val_cur,dos_1,price_1,legal,Field2,Unnamed: 40,camp_ownership,camp_categories,exclude
269193,269193,333126,3031220050110,,,Unincorporated County,33142-0000,1701 ROBIE AVE,,,MOUNT DORA,FL,32757,USA,Religious Organization,BETHANY SEVENTH DAY ADVENTIST CH,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303122005.0,0,0,0,0,0,0,0,6525.0,0,2020,26269,,,JOHNSON HGTS PB 41-91 LOT 1 BLK 3,2,,Religious Organization,Institutional,
269183,269183,437115,3031220050020,,,Unincorporated County,33142-0000,1701 ROBIE AVE,,,MOUNT DORA,FL,32757,USA,Religious Organization,SOUTHEASTERN CONFERENCE ASSOC ETC,% BETHANY S D A CHURCH,,Institutional,N,,7081,VACANT LAND - INSTITUTIONAL : VACANT LAND,303122005.0,0,0,0,0,0,0,0,6525.0,0,2020,26269,19891201.0,0.0,22 53 41 JOHNSON HGTS PB 41-91 LOT 1 BLK 2 LOT SIZE 75.000 X 87 OR 14391-1936 1289 5,2,,Religious Organization,Institutional,
264202,264202,152977,3031150080310,2482 NW 65 ST,,Unincorporated County,33147-7265,111 NW 1ST STE 2460,,,MIAMI,FL,33128,USA,Miami-Dade County,MIAMI DADE COUNTY,ISD R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303115008.0,0,0,0,0,0,0,0,6500.0,0,2020,23595,20080201.0,0.0,PL OF GARDNER PARK PB 41-17 LOT 2 BLK 5 LOT SIZE 50.000 X 130 OR 21141-4144 0100 4 COC 26200-3373 02 2008 3,2,,Miami-Dade County,Governmental,
16036,16036,432487,131250420140,224 NW 21 ST,,Miami,33127-4809,111 NW 1 ST STE 2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI-DADE COUNTY,GSA R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13125042.0,0,0,0,0,0,0,0,6500.0,0,2020,84293,19770701.0,1.0,25 53 41 SECURITY ADD PB 3-21 LOT 4 BLK 3 LOT SIZE 6500 SQ FT OR 17596-4719 0497 3,2,,Miami-Dade County,Governmental,
26317,26317,32574,131350190900,735 NW 14 ST,,Miami,33136-0000,2525 NW 62 ST,,,MIAMI,FL,33147-7704,,Miami-Dade County,MIAMI-DADE COUNTY,CORRECTIONS DEPARTMENT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13135019.0,0,0,0,0,0,0,0,6500.0,0,2020,130000,,,HIGHLAND PARK PB 2-13 LOT 12 BLK 5 & W1/2 OF ALLEY LYG E & ADJ CLOSED PER ORD 13492 LOT SIZE 6500 SQ FT M/L,2,,Miami-Dade County,Governmental,
292364,292364,532680,3040140086120,3400 SW 76 AVE,,Unincorporated County,33155-3650,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLORIDA D O T,,,Governmental,N,,8081,VACANT GOVERNMENTAL : VACANT LAND,304014008.0,0,0,0,0,0,0,0,6500.0,0,2020,71500,,,CENTRAL MIAMI PART 6 PB 17-8 LOT 11 & N10FT OF LOT 12 BLK 124 LOT SIZE 65.000 X 100 OR 22934-2560 1204 3,2,,State of Florida,Governmental,
70980,70980,178055,232110021270,,,Miami Beach,33141-0000,1700 CONVENTION CENTER DR,,,MIAMI BEACH,FL,33139,,City of Miami Beach,CITY OF MIAMI BEACH,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,23211002.0,0,0,0,0,0,0,0,6500.0,0,2020,325000,,,11 53 42 NORMANDY BEACH SOUTH PB 21-54 LOT 3 BLK 16 LOT SIZE 50.000 X 130,2,,City of Miami Beach,Governmental,
76405,76405,128700,242030031240,,,Miami Beach,33139-0000,1700 CONVENTION CENTER DR,,,MIAMI BEACH,FL,33139-1819,,City of Miami Beach,CITY OF MIAMI BEACH FLA,CITY HALL,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,24203003.0,0,0,0,0,0,0,0,6500.0,0,2020,325000,,,OCEAN BEACH FLA SUB PB 2-38 LOT 15 BLK 9 LOT SIZE 50.000 X 130,2,,City of Miami Beach,Governmental,
76404,76404,342364,242030031230,139 WASHINGTON AVE,,Miami Beach,33139-7214,1700 CONVENTION CENTER DR,,,MIAMI BEACH,FL,33139-1819,,City of Miami Beach,CITY OF MIAMI BEACH FLA,CITY HALL,,Governmental,N,,66,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,24203003.0,0,0,0,0,0,0,0,6500.0,0,2020,335369,,,OCEAN BEACH FLA SUB PB 2-38 LOT 14 BLK 9 LOT SIZE 50.000 X 130,2,,City of Miami Beach,Governmental,
183848,183848,313274,1540120420040,6161 SW 10 ST,,West Miami,33144-5145,901 SW 62 AVE,,,MIAMI,FL,33144-4805,,City of West Miami,CITY OF WEST MIAMI,,,Governmental,N,,8965,MUNICIPAL : PARKING LOT,154012042.0,0,0,0,0,0,0,0,6500.0,0,2020,141928,20050501.0,0.0,GELERNTER HGTS PB 49-88 LOT 4 BLK 1 LOT SIZE 65.000 X 100 COC 23368-2695 05 2005 3,2,,City of West Miami,Governmental,
183847,183847,151764,1540120420030,6171 SW 10 ST,,West Miami,33144-5145,901 SW 62 AVE,,,WEST MIAMI,FL,33144-4805,,City of West Miami,CITY OF WEST MIAMI,,,Governmental,N,,8965,MUNICIPAL : PARKING LOT,154012042.0,0,0,0,0,0,0,0,6500.0,0,2020,146542,20070601.0,0.0,12 54 40 GELERNTER HGTS PB 49-88 LOT 3 BLK 1 LOT SIZE 65.000 X 100 73R-219052 COC 25730-0215 06 2007 3,2,,City of West Miami,Governmental,
160692,160692,409185,1078130000450,100 NW 1 ST,,Homestead,33030-0000,790 N HOMESTEAD BLVD,,,HOMESTEAD,FL,33030-6212,,Community Redevelopment Agency,HMSTD ECO REBUILDING ORGAN,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813000.0,0,0,0,0,0,0,0,6500.0,0,2020,39000,19921201.0,50000.0,13 57 38 .15 AC M/L N60FT OF S75FT OF E200FT OF N1/2 OF SW1/4 OF SE1/4 OF NE1/4 LESS W40FT & FOR R/W LESS E30FT OF N50FT & S10FT OF E160FT LOT SIZE 50.000 X 130 OR 16861-2205 0795 3,2,,Community Redevelopment Agency,Governmental,
179287,179287,25035,1132060132100,,,Miami Shores,33138-0000,10050 NE 2 AVE,,,MIAMI SHORES,FL,33138,USA,Village of Miami Shores,MIAMI SHORES VILLAGE,,,Governmental,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,113206013.0,0,0,0,0,0,0,0,6500.0,0,2020,169000,20160418.0,1100000.0,1 53 41 6 53 42 MIAMI SHORES SEC 1 AMD PB 10-70 LOT 3 BLK 16 LOT SIZE 50.000 X 130 OR 11463-179 0682 2,2,,Village of Miami Shores,Governmental,
7988,7988,368092,131150040010,5800 NW 17 AVE,,Miami,33142-2404,17145 N BAY RD # 4606,,,AVENTURA,FL,33160,USA,Religious Organization,MARKS SUBDIVISION APARTMENTS LLC,,,Institutional,N,,7144,RELIGIOUS - EXEMPT : RELIGIOUS,13115004.0,0,0,1,1,0,1120,1120,6500.0,1955,2020,97885,20180526.0,119000.0,NORMANDY PARK PB 25-15 LOTS 1 & 2 BLK 1 LOT SIZE 65.000 X 100 OR 15535-1223 0392 1,1,,,,
264392,264392,311475,3031150170070,,,Unincorporated County,33147-0000,1930 NW 70 ST,,,MIAMI,FL,33147-6932,,Religious Organization,MIRACLE VALLEY PRAISE & WORSHIP,CENTER INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303115017.0,0,0,0,0,0,0,0,6500.0,0,2020,22562,20041201.0,0.0,PARA VILLA HEIGHTS PB 3-106 S65FT OF E100FT OF N1/2 BLK 2 LOT SIZE 65.000 X 100 OR 18703-3733 0799 4 COC 22959-0451 12 2004 5,2,,Religious Organization,Institutional,
263830,263830,192285,3031150053600,,,Unincorporated County,33147-0000,111 NW 1 ST STE 2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI-DADE COUNTY,GSA R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303115005.0,0,0,0,0,0,0,0,6480.0,0,2020,58320,19931001.0,0.0,LIBERTY CITY PB 7-79 LOTS 23 & 24 LESS S10FT FOR R/W BLK 13 LOT SIZE 80 X 81 OR 16106-0300 1093 3,2,,Miami-Dade County,Governmental,
265243,265243,59572,3031150360260,6710 NW 23 PL,,Unincorporated County,33147-6868,2400 NW 68 ST,,,MIAMI,FL,33147-6859,,Religious Organization,PEACEFUL ZION MISSIONARY BAPTIST,CHURCH INC,,Institutional,N,,66,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,303115036.0,0,0,0,0,0,0,0,6480.0,0,2020,25022,20000701.0,98500.0,NORTHWEST HIGHLANDS PB 22-33 S1/2 OF LOT 5 & ALL LOT 6 BLK 3 LOT SIZE 60.000 X 108 OR 19215-1979 0700 1,2,,Religious Organization,Institutional,
156096,156096,552,940250070180,5991 SW 64 ST,,South Miami,33143-0000,6316 SW 59 PL,,,MIAMI,FL,33143-2203,,Religious Organization,MT OLIVE MISSIONARY BAPTIST CH,,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,94025007.0,0,0,0,0,0,0,0,6470.0,0,2020,75645,,,AMD PLAT OF HAMLET PB 4-48 LOTS 6 & 7 BLK 2 LOT SIZE 67.40 X 96.00 OR 19940-0887-0895 12/2001 4,2,,Religious Organization,Institutional,
26046,26046,376050,131350100200,1523 NW 15 AVE,,Miami,33125-2403,UM/ REAL ESTATE OFFICE,PO BOX 248106,,CORAL GABLES,FL,33146,,University of Miami,UNIVERSITY OF MIAMI,C/O AIDA DIAZ PIEDRA,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,13135010.0,0,0,0,0,0,0,0,6454.0,0,2020,160068,20071101.0,66000000.0,GRAND VIEW PARK PB 5-58 LOT 10 BLK 2 LOT SIZE 6454 SQUARE FEET OR 21005-0182 0103 6 (3) COC 26081-3734 11 2007 2,2,,University of Miami,Institutional,
161569,161569,115697,1078130280400,813 SW 6 ST,,Homestead,33030-6926,212 NW 1ST AVE,,,HOMESTEAD,FL,33030,USA,Community Redevelopment Agency,HOMESTEAD ECON REBUILDING ORG,ATTN CRA DIRECTOR,CITY OF HOMESTEAD,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,107813028.0,0,0,0,0,0,0,0,6450.0,0,2020,22191,20040401.0,14000.0,BETTY LU HOMESITES PB 45-11 LOT 15 BLK 3 OR 19565-2602 032001 3 OR 23813-0834 0905 3,2,,Community Redevelopment Agency,Governmental,
161567,161567,5328,1078130280380,829 SW 6 ST,,Homestead,33030-6926,212 NW 1ST AVE,,,HOMESTEAD,FL,33030,USA,Community Redevelopment Agency,HOMESTEAD ECO REBUILDING ORG,ATTN CRA DIRECTOR,,Governmental,N,,8040,VACANT GOVERNMENTAL : MUNICIPAL,107813028.0,0,0,0,0,0,0,0,6450.0,0,2020,18857,20050901.0,52900.0,BETTY LU HOMESITES PB 45-11 LOT 13 BLK 3 LOT SIZE 50.000 X 129 COC 23813-0802 09 2005 6,2,,Community Redevelopment Agency,Governmental,
161559,161559,201923,1078130280300,822 SW 5 ST,,Homestead,33030-6921,111 NW 1ST STE 2610,,,MIAMI,FL,33128,,Miami-Dade County,MIAMI DADE COUNTY,ISD R/E MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813028.0,0,0,0,0,0,0,0,6450.0,0,2020,18857,20131003.0,0.0,BETTY LU HOMESITES PB 45-11 LOT 3 BLK 3 LOT SIZE 50.000 X 129 COC 25186-2378/25558-2700 1206 3 CASE 09-A00620,2,,Miami-Dade County,Governmental,
160812,160812,160225,1078130040420,637 SW 7 ST,,Homestead,33030-6932,701 NW 1 CT 14TH FL,,,MIAMI,FL,33136,,Miami-Dade County,MIAMI DADE COUNTY,HCD,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,6450.0,0,2020,18857,20060601.0,0.0,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOTS 40 & 41 BLK 1 RELEASED PER UNITY OF TITLE OR 24552-2803 0506 LOT SIZE 50.000 X 129 COC 24684-2445 26288-4807 0606 4 OR 26950 1005 07 2009 18,2,,Miami-Dade County,Governmental,
83467,83467,424143,341180011820,2665 DE SOTO BLVD,,Coral Gables,33134-0000,405 BILTMORE WAY,,,CORAL GABLES,FL,33134,,City of Coral Gables,CITY OF CORAL GABLES,CITY HALL,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,34118001.0,0,0,0,0,0,0,0,6450.0,0,2020,407867,,,CORAL GABLES SEC A PB 5-102 UNNUM LOT BOUND BY DE SOTO BLVD & TOLEDO ST & ALMERIA AVE LOT SIZE 6450 SQUARE FEET,2,,City of Coral Gables,Governmental,
160840,160840,527452,1078130040770,821 SW 7 ST,,Homestead,33030-6935,111 NW 1 ST STE 2460,,,MIAMI,FL,33128,,Miami-Dade County,MIAMI DADE COUNTY,ISD RE MGMT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,6450.0,0,2020,18857,,,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOT 27 BLK 2 LOT SIZE 50.000 X 129,2,,Miami-Dade County,Governmental,
12448,12448,57002,131240032510,,,Miami,33127-0000,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLORIDA,DOT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13124003.0,0,0,0,0,0,0,0,6447.0,0,2020,16577,,,BAY VISTA PARK AMD PB 5-71 PORT OF LOTS 5 THRU 7 BLK 36 DESC BEG 199.99FTW OF NE COR BLK 36 CONT S 87 DEG W 150FT S 56 DEG E 61.70FT S 71 DEG E 107.49FT N 02 DEG W 74.99FT TO POB,2,,State of Florida,Governmental,
4181,4181,409167,131130360060,6240 NW 4 AVE,,Miami,33150-4439,140 W FLAGLER ST STE 1000,,,MIAMI,FL,33130-1561,,Miami-Dade County,MIAMI-DADE COUNTY,OCED,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13113036.0,0,0,0,0,0,0,0,6435.0,0,2020,29956,19770301.0,1.0,GORDON DALE PK PB 16-33 LOT 9 BLK 1 LOT SIZE 45.000 X 143 OR 20187-3397 0102 3,2,,Miami-Dade County,Governmental,
83795,83795,32634,341180031680,,,Coral Gables,33134-0000,3010 DESOTO BLVD,,,CORAL GABLES,FL,33134-6317,,Religious Organization,CORAL GABLES CONGREGATIONAL CHU,UNITED CHU OF CHRIST INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,34118003.0,0,0,0,0,0,0,0,6428.5,0,2020,406475,20080301.0,1979170.0,18 54 41 PB 8-108 CORAL GABLES COUNTRY CLUB SEC 1 LOT 2 BLK 12 LOT SIZE 55.900 X 115 OR 19060-1311 03/2000 2 (2) COC 26292-3075 03 2008 6,2,,Religious Organization,Institutional,
153381,153381,98243,821220030100,15015 NW 22 AVE,,Opa-locka,33054-2868,PO BOX 570351,,,MIAMI,FL,33257,,Religious Organization,TRIUMPH CHURCH & KINGDOM OF GOD,,,Institutional,N,,7081,VACANT LAND - INSTITUTIONAL : VACANT LAND,82122003.0,0,0,0,0,0,0,0,6402.0,0,2020,56010,,,22 52 41 MAGNOLIA SUB PB 40-80 LOT 4 & S6FT OF LOT 3 BLK 3 LOT SIZE 66.000 X 97,2,,Religious Organization,Institutional,
292704,292704,564146,3040140094590,2612 SW 76 AVE,,Unincorporated County,33155-2704,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLA D O T,,,Governmental,N,,8799,STATE : STATE OF FLORIDA,304014009.0,0,0,0,0,0,0,0,6400.0,0,2020,64000,19730201.0,29900.0,CENTRAL MIAMI PART 7 PB 20-25 S10FT OF LOT 6 & ALL OF LOT 7 & N4FT OF LOT 8 BLK 151 LOT SIZE 64.000 X 100 OR 15082-3089 0691 3,1,,State of Florida,Governmental,
292703,292703,564147,3040140094580,2600 SW 76 AVE,,Unincorporated County,33155-0000,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLA D O T,,,Governmental,N,,8799,STATE : STATE OF FLORIDA,304014009.0,0,0,0,0,0,0,0,6400.0,0,2020,64000,19861101.0,56000.0,CENTRAL MIAMI PART 7 PB 20-25 S24FT OF LOT 5 & N40FT OF LOT 6 BLK 151 LOT SIZE 64.000 X 100 OR 15227-409 1091 3 C/O,1,,State of Florida,Governmental,
38000,38000,563671,141020110411,646 SW 12 AVE,,Miami,33130-3118,50 E NORTH TEMPLE ST 4TH FLOOR WW,,,SALT LAKE CITY,UT,84150,USA,Religious Organization,CORPORATION OF THE PRESIDING,BISHOP OF THE CHURCH OF JESUS,CHRIST OF LATTER DAY SAINTS,Institutional,N,,1081,VACANT LAND - COMMERCIAL : VACANT LAND,14102011.0,0,0,0,0,0,0,0,6393.0,0,2020,383580,20120925.0,0.0,LAWRENCE EST LAND CO SUB PB 2-52 LOT 18 LESS W52.7FT & S25FT OF LOT 19 LESS W52.7FT & LESS E10.5FT THEREOF FOR ST BLK 99 & LESS EXT AREA OF CURVE IN SE COR OF LOT 18 FOR R/W LOT SIZE 6393 SQ FT M/L,2,,Religious Organization,Institutional,
143753,143753,508135,722070050070,,,North Miami Beach,33162-0000,17011 NE 19 AVE,,,NORTH MIAMI BEACH,FL,33162-3111,,City of North Miami Beach,CITY OF NORTH MIAMI BEACH,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,72207005.0,0,0,0,0,0,0,0,6380.0,0,2020,159500,,,FULFORDALE PB 9-46 LOT 14 & E23FT OF LOT 13 BLK 1 LOT SIZE 58.000 X 110 F/A/U 07 2207 005 0040,2,,City of North Miami Beach,Governmental,
32525,32525,170370,132310200110,1237 BISCAYNE BLVD,,Miami,33132-0000,1000 NW 111 AVE,,,MIAMI,FL,33172-5800,,State of Florida,STATE OF FLORIDA,DOT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,13231020.0,0,0,0,0,0,0,0,6360.0,0,2020,1380222,20050523.0,0.0,WINDSOR PK 1ST AMD PL PB 4-104 S30FT OF LOT 1 & ALL LOT 2 & N15FT OF LOT 3 LESS STS BLK 4 LOT SIZE 6360 SQUARE FEET OR 20377-2733 0402 2 (3),2,,State of Florida,Governmental,
398014,398014,616478,3050320120195,,,Unincorporated County,,3800 NW 22 AVE,,,MIAMI,FL,33142,,Habitat for Humanity,HABITAT FOR HUMANITY,OF GREATER MIAMI INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,305032012.0,4,2,0,1,1,0,0,6351.0,9999,2020,48918,,,32 55 40 WEST PERRINE PB 43-15 THE S1/2 OF LOT 3 LESS THE E75FT & LESS W45.35FT OF BLK 3 AKA PARCEL B PER WP D-24010 OR 31527-4297 LOT SIZE 6351 SQ FT M/L FAU 30 5032 012 0190,2,,Habitat for Humanity,Institutional,
66995,66995,472504,141390052545,2445 SW 5 AVE,,Miami,33129-0000,444 NW 2 AVE 3RD FL,,,MIAMI,FL,33130,USA,City of Miami,CITY OF MIAMI,,,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,,0,0,0,0,0,0,0,6350.0,0,2020,310758,20190419.0,1100000.0,BRICKELL HAMMOCK UNIT NO 1 PB 5-113 LOT 18 BLK 58 & SWLY 1/2 OF ALLEY LYG NELY & ADJ CLOSED PER ORD 13495 LOT SIZE 6350 SQ FT M/L OR 10886-1493 0980 4,2,,City of Miami,Governmental,
66994,66994,472503,141390052540,471 SW 25 RD,,Miami,33129-0000,444 NW 2 AVE 3RD FL,,,MIAMI,FL,33130,USA,City of Miami,CITY OF MIAMI,,,Governmental,N,,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,14139005.0,0,0,0,0,0,0,0,6350.0,0,2020,309957,20190419.0,1100000.0,BRICKELL HAMMOCK UNIT NO 1 PB 5-113 LOT 17 BLK 58 & SWLY 1/2 OF ALLEY LYG NELY & ADJ CLOSED PER ORD 13495 LOT SIZE 50.000 X 127 OR 10886-1493 0980 4,2,,City of Miami,Governmental,
160813,160813,527686,1078130040425,,,Homestead,33030-0000,701 NW 1 CT 14TH FL,,,MIAMI,FL,33136,,Miami-Dade County,MIAMI DADE COUNTY,HCD,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107813004.0,0,0,0,0,0,0,0,6350.0,0,2020,18692,20060601.0,0.0,CENTRAL COMMERCIAL HOMESTEAD PB 41-83 LOTS 42 & 43 BLK 1 RELEASED PER UNITY OF TITLE OR 24552-2802 0506 FAU 10 7813 004 0420 COC 24684-2445 26288-4807 0606 4 OR 26950 1005 07 2009 18,2,,Miami-Dade County,Governmental,
15244,15244,231540,131250241600,220 NW 30 ST,,Miami,33127-3731,701 NW 1ST CT 10TH FL,,,MIAMI,FL,33136,USA,Miami-Dade County,MIAMI-DADE COUNTY,COMMUNITY ACTION & HUMAN RESOURCE,,Governmental,N,,8647,COUNTY : DADE COUNTY,13125024.0,3,2,0,1,1,1104,1104,6350.0,1921,2020,91980,,,NORTHERN BLVD TR PB 2-29 LOT 3 BLK 11 LOT SIZE 50.000 X 127 76R 11748,1,,Miami-Dade County,Governmental,
264854,264854,144057,3031150270460,2167 NW 60 ST,,Unincorporated County,33142-7823,3800 NW 22 AVE,,,MIAMI,FL,33142,,Habitat for Humanity,HABITAT FOR HUMANITY,OF GREATER MIAMI INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,303115027.0,0,0,0,0,0,0,0,6345.0,0,2020,59556,20181030.0,100.0,RIDGEWAY PB 12-70 LOT 20 BLK 2 LOT SIZE 45.000 X 141,2,,Habitat for Humanity,Institutional,
398011,398011,616475,3050320120190,,,Unincorporated County,33157-5140,3800 NW 22 AVE,,,MIAMI,FL,33142,USA,Habitat for Humanity,HABITAT FOR HUMANITY,OF GREATER MIAMI INC,,Institutional,N,,81,VACANT RESIDENTIAL : VACANT LAND,305032012.0,3,2,0,1,1,0,0,6341.0,9999,2020,48840,20170602.0,0.0,32 55 40 WEST PERRINE PB 43-15 THE W45.35FT OF S1/2 OF LOT 3 BLK 3 AKA PARCEL A PER WP D-24010 OR 31527-4297 LOT SIZE 6341 SQ FT M/L,2,,Habitat for Humanity,Institutional,
258941,258941,452861,3031090200370,,,Unincorporated County,33147-0000,111 NW 1 ST STE #2460,,,MIAMI,FL,33128-1929,,Miami-Dade County,MIAMI DADE COUNTY,GSA R/E MANAGEMENT,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,303109020.0,0,0,0,0,0,0,0,6313.0,0,2020,14730,20051101.0,0.0,9 53 41 ESTA-SU-CASA PB 14-41 LOT 5 BLK 6 LOT SIZE 59.000 X 107 OR 24135-3548 01 2006 3,2,,Miami-Dade County,Governmental,
540708,540708,330309,3421090080360,,,Miami Gardens,33056-0000,3001 NW 167 TER,,,MIAMI,FL,33056,USA,Religious Organization,IGLESIA BAUTISTA DE AVIVAMIENTO,EMMANUEL INC,,Institutional,N,,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,342109008.0,0,0,0,0,0,0,0,6310.0,0,2020,38831,20110119.0,100.0,GOLDEN GLADES PARK RESUB PB 39-46 LOTS 11 TO 18 INC BLK 5 LESS R/W LOT SIZE 6310 SQ FT OR 9461 1751 F/A/U 30-2109-008-0360,1,,Religious Organization,Institutional,
40538,40538,522598,141030402390,2405 SW 4 ST,,Miami,33135-2907,444 SW 2 AVE STE #325,,,MIAMI,FL,33130-1910,,City of Miami,CITY OF MIAMI-DEPT OF P&D,ASSET MANAGEMENT DIVISION,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,14103040.0,0,0,0,0,0,0,0,6307.0,0,2020,76310,,,CENTRAL PARK PB 5-57 THE W50FT OF E198FT & N45FT OF W68.5FT OF E148FT OF RESER VED STRIP S OF BLK 14 LOT SIZE 6307 SQUARE FEET,2,,City of Miami,Governmental,
26437,26437,512498,131350192700,1458 NW 9 AVE,,Miami,33136-1406,1611 NW 12 AVE WEST WING 108,,,MIAMI,FL,33136-1096,,Miami-Dade County,MIAMI-DADE COUNTY,PUBLIC HEALTH TRUST,,Governmental,N,,8065,VACANT GOVERNMENTAL : PARKING LOT,13135019.0,0,0,0,0,0,0,0,6304.37,0,2020,263011,,,HIGHLAND PARK PB 2-13 LOT 4 BLK 19 & E1/2 OF ALLEY LYG W & ADJ CLOSED PER ORD 13492 LOT SIZE 6304 SQ FT M/L,2,,Miami-Dade County,Governmental,
159690,159690,82304,1078120120060,,,Homestead,33030-0000,100 CIVIC CT,,,HOMESTEAD,FL,33030-6024,,City of Homestead,CITY OF HOMESTEAD,,,Governmental,N,,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,107812012.0,0,0,0,0,0,0,0,6300.0,0,2020,22320,,,REV PL S1/2 OF NEWPORT PB 35-8 PT OF SE1/4 AKA PORT NW 8 TERR NKA NW 9 ST BET LOT 5 BLK 13 & LOT 1 BLK 16 PB 20-27 LOT SIZE 60.000 X 105,2,,City of Homestead,Governmental,
61663,61663,475371,141210070750,3229 SW 37 AVE,,Miami,33133-4903,"701 NW 1CT., 14TH FL",,,MIAMI,FL,33136,,Miami-Dade County,MIAMI DADE COUNTY,CED,,Governmental,N,,8647,COUNTY : DADE COUNTY,14121007.0,7,4,1,2,2,2677,2677,6300.0,1982,2020,342647,,,FROW HOMESTEAD PB B-106 S48FT OF LOT A & S48FT OF LOT B LESS ST & N12FT LOT C LESS ST AKA PARC 12-11,1,,Miami-Dade County,Governmental,
26958,26958,555046,131360051020,1552 NE MIAMI CT,,Miami,33132-1320,1450 NE 2 AVE,,,MIAMI,FL,33132-1308,,School Board,SCHOOL BOARD OF MIAMI-DADE COUNTY,,,Governmental,N,,8047,VACANT GOVERNMENTAL : DADE COUNTY,13136005.0,0,0,0,0,0,0,0,6300.0,0,2020,456764,19750601.0,40000.0,ROBBINS-GRAHAM & CHILLINGSWORTH PB A 49 1/2 LOT 1 BLK 15 & E1/2 OF ALLEY LYG W & ADJ CLOSED PER ORD 13492 LOT SIZE 6300 SQ FT M/L OR 12320-1490 0984 3,2,,School Board,Governmental,
